testnet address,score
0x8451cfbb5176436bd6af39332bbeec4922fef3eede3a0742,5
0xe0950354f55ce3ee0654c69a8597f84093a7b7e3b74671f2,25
0x1cc049fbfe6cfab91517fb0089e3273d5d314de885676432,11
0xdeba3afcccf64f86dbc5a3e40040299bc35fb161172571e9,5
0x79ee9b98988616df0ddd64280b9b1350dd620a2d5aa99355,11
0xee41cc60336f406f4eb82348cbcbeee6f7e19b755bd14fd2,5
0x92f84f7ecd884a26d75c0c0e54485cfddddc5d5bcd8b4846,5
0x298bca5317549becaa8be209acb713d79fb0fd4c22fa996f,10
0xc423747dd2db709d8959d12a9d6310022da8e68d7abf9355,5
0xa15b4d9ee68ce392e216be426e7261c22e9d17e1a82a02b2,5
0x225ff1ef5ab757bfc273e928f8517cf843bda7c7d92b4fe8,5
0x50cd468f05cfed9126ff84ac43ba7d9c5cebe325a9da19e4,5
0x2e6dfda4f80df08b8df1eeb4b932bb0cad85ae444bfe52c5,5
0x2d128b7d31caa050e1ecc7e86c4df118e88304a84d3429ac,5
0xb5482cc3e34de490346c62b6286e89f725ba6db17a516ee0,5
0x07dc3c71756ba1a72c914dd4e6d347bf6f1a31c290793728,5
0xc284445e2a2f06ee6c2463e873c908d9f8e1216eca5b8449,10
0x3adc3fa1f7f411e0b36105e8ee503a2eda9b86bac2fef93a,5
0x8d60fdcf9a6ec60ce5bdde36877510e72efc326c866494ea,8
0x1231a137a576b7dac71305f3b448baa07c94c3ed9480ee1c,86
0x508675de352d9c16d65abdf14740a8658fd3e8f5f0e0ff29,25
0xd3040631c5ae5e3ee2bcef293a3b398a325c37ef2541be79,16
0xd7267c72d736561bc7b05c8bfdefeebdf43eacdb36777e98,5
0xbe4c3f381826b9222bd936171035bff258f82ede058d909a,11
0x68cffce27b3f75d69a0341ab64931bda7455da3ece08aab2,5
0x306eea6e0b4e15319fca810cfdcf5028709b22f2fac649f7,5
0x894568ec61583dc02fe66c26ff7a38fb5b0887c224df43a1,5
0x859a55ede1c933c9938074e5746c0315fc64a91e443afa16,5
0x9b120f5ebeb6aad2c5a4fde6cce40103e67f190f60784e48,10
0xa9361cd7ccad7ca1023c516e7b7922b8ff91eba85aa86b67,25
0x8a220d82b10ec6a472187b71cc3fbe37ae3ae0cde397372b,5
0x62a99835d190357e47ab94de42b981d3ff6e6b9969835dde,5
0x484a4e73bb0f17e9cd78a7de79786ca3547710fd7e90859c,15
0xd05a323274fb1eeccc096ae6ee4213da8e23f2f2a50cc07d,12
0x1bd050248a6e9708a9c67c82d0c7a3dd834832c1c09498d2,11
0x4d2185ab5374757e07c8dfa80616448e2bd99dd74c5a81d7,11
0x780c6d81dbdc6c06b70d78bbf5c9436aa690698681ae43f1,5
0xb2c52b8b177bc84560fc448e20c55473a00b2bf916869aa5,9
0xb0a8b6b9049989d6bfa0c746c8085e95c814e39bcb9a489a,5
0x73a073d6f92e8b86299b04d59437781bba213558283c3916,5
0x36bd2434f098950ba32b129e0d3ec885ca65cd93194d2f33,11
0x5880e7acbb9ee5944f404c463b9e5547db5353423dc6301c,14
0x9c03ae68faec90a5cc4182ca887a8708caffafcd597cfeb3,5
0x942835705569e2644b385fc7c8b662b2b5923633f1151892,25
0xf31b85b6348658a7eedc9868a42c2968b7e554fef85d4aad,9
0x1065cfb02071218bc70640e524ccfc4537193f45657cee62,5
0x710ff757a3f0bf074a1d0d2b859091d94f8854cbf53e7cc8,10
0x5039813e63677e0e150cb2aeac4d13ab62a767e5f4b5c7e1,12
0x7c9db352f012dca776e6ede19859f8f1c27b8a23c4df9677,5
0xdbb0b8570c956d75192213487d447ff492d0d05c235603e0,7
0xd4a00b28335ef11456942c5e1cad8a413da570eca62310ef,5
0xb5a9c6efd4534144a130eb1c0d9d81fa11d585e962402e4e,5
0x824c830be5a8e709fa4b2e834251af0ed7eb4b7d017f867a,25
0x576a623be237c4a301e368d743dabecfc2538767e1d289e9,6
0xaf61e27b415535068c7160084dbce2222766b5bc84ff757c,25
0xc4915bc98164f6c03c7c629d3e9934c3babf7156eea40bda,5
0x25837cf4a43e14dac8683e7f974c972457c320b9d2ee9c73,12
0xed8ffd8c55519f33cf54118ab9a91ad14a5ddad1c4a375f3,10
0x9d8baf9164fbbf886937281bb66a84406d89d753ce080daa,12
0x88c6cb842fb584c935de2ca91974ccf6e67d8bd17d983905,49
0x0476801323c6d536b8211760d56b5c32b8052031bd2555e6,5
0xaf38ffe9e5d293c72f64c613f7e3a62155b9374e15cf546f,5
0xd87cec7e80d543ed6b6e9912a48aad506eca156192246752,5
0x1336aa05da2bf01a1a37cdbdce0821109b95681f2ae5ff32,25
0xd84cea498a12596e9b7f6bcbaec16903f4c33f9e57dc473c,11
0xf742d7f4ad387a7d0206defb341b9673e0fab4ed2f218450,5
0x783e950f426a837496afb0ddd7c6a6ead08109964aeabdc1,12
0xb0d05f9b5e58769cac110834d2efb544ebf9b47462d6b320,16
0x4bb625131685fed798e0111c9bfb7881bbd7f24e406ff092,6
0xcbfabd3586f8981a65d5094da45f0484e5681d75cf9e729b,30
0x8ba134f8cea8c274be03c113c58bcd6f3af26237cbb6b3c1,5
0x7d602161f22e7c294112b3d65ffb28df21e290826f37cca4,5
0x269505f5041f1298942cc117f9627d6b5c5a0424d25f0744,5
0x46d5ccf5af46382a71303ae8aa29713ff91173b72e2ada0e,15
0x60e42a7ea27772d3106bb0aca4f426a7d33eab699048a845,10
0x827d9d259d217cb77882c8d6f58f4f1c8ad48184ec267607,11
0x060acb980e8dac9ed9e5a83017128435828cafa577154336,12
0xe525a87da545c43833dbb1b25b40d796c62801104fd331f1,16
0x16d0ca9128b049a2fbf2a52faeec1117605e0c6d8f05537f,12
0x352b80ba1ce5450911a06abe7a82a096447f277c413770ed,12
0x4937088572aa5f5ca9c722896f00314cd82391c787c7cbea,7
0xdaa7e04047e7d90e3029f7b84cf60766b4e6503af7421dab,17
0x98263c5f342e53a92558c6b9c196c520fdd53f7353c6c863,5
0xdaeef1b790a6afe5a0b3e285446dd7d71f7b2cc8320d996e,9
0x5b852d47407bf1f92332e7f798d2ad672d32f46c4b6fa89c,5
0x43c6fd7017e932272b0ad9f2dccf9da468645de7cb124080,12
0xf5ebf81aaa9a793b3ebef1c84885e32c62574f4811ddb691,5
0x12f60cfd36d383359f20714554063adf0ccb479630aa3699,11
0xe0e49a0d9eb08e7d326b0a55c23820df133eef84adb0b945,5
0x575a8c5a82d6e78a3c39fe8b4a0f89c23adef6b56dd30741,16
0x93e81b41ea0779d5aa18050dc4bca06f662e519b3560fae5,6
0xb5eb2ab9a08462f02d4e194e03311d0c2001f588adf19eba,5
0xeaadc43efe023d2dc618031d2c357eb8913c6df5cb460e87,5
0x66507dd41ec03cf8596bd2ca6049147127d7e7600e3b9b76,12
0x6691305d1eb4e6d574a2dcd7cd3319f41d248486aec1c43e,10
0x3a1fdc2be6e6cabc4a844d6222d60501bf4af72afa473147,5
0x941c677e85099ea05c2f9ab947474d0b6dcf3790dd729666,12
0xccd7b06c45ebccf445c395c1b14b648d44cc45ac27d60bed,25
0x20b285ea0e6d4a581447afb96e16097c182d24fa827af408,25
0x67ddbca3d5c25abc84da96c789ec416be57a0ed3b574cd53,5
0xb223aef2ec6d726b7b7c02637a9a9dffc06ac5414af0ff0d,12
0xeda926d499d1bf5253823c9cef647168d56b421360342344,12
0x875cc97fb25bc59472d9e60f04a498e2219fdf050b7597a8,5
0x45ac0516d6b8cf1d66de81b042e85b3a02e9ac878691be99,10
0x903ceb2e5e42e83404efcd8d5fd39fc694fa31bce78c110f,46
0x9dd043b52afd14b7c6beab1d9938f722ef8cc248fd60e6f8,5
0xbef09777ec7db2a4c6bdea31ea8ad68b79aab48b41daee09,5
0x74dc415508089ef2cf8905c5cc48b44d3265e03f19f899d2,5
0x4f108b33fd44906f8e9c94384e7a40e1b9010f76a8f96f47,10
0x173f8f2f63662de1c24cefeec022b2a3f7710234a67eb00a,11
0xe82b98655794367a73400ad8b987bd9e0edf05888ba774fa,6
0xa58bd0bb7a4fe1812f665135edf97712178dad2d6e66eccc,5
0x15b4766ef2d4e86eccd4ccab03245e832f3ec99f12a24537,5
0x7705e945d3570d251ae5f23698d35b46c36e7f9c54abc958,16
0x50ed5b88f8d134a52d28b690d120c5285af41a5bfcadc028,5
0x787df0861a4cd7be1b1968fef92edfac3aa18078f85a7640,7
0x0ab388ada9249021c7279d96ff9f408f814ff58f0f249a36,5
0xf7d1074d38a060f5e505bb3714fdc0720db66044f7682ebf,7
0x7dc913cc58011805d81a0a02516d2d6263e07ceda106e4c2,12
0x8ce2322c785097ed66bf9f67911da110a673306466c4d888,5
0xd6a772df76d68018e42fb13367fa6564de41225f1ad1e715,5
0x0e31d80fae20e6c29ed6db0d207914407e29f0d65ee9ce2e,12
0xf2015494aa78fe7a25b526dd2afa37b3ab63314b650ddb4f,12
0xc3ac83d60b7844676aec852382ba19d1861c9dd00483bb59,5
0x0d7877e2e2e5e013a7e9771f5c771da93e109c5116a6827e,5
0xfd90fdcb897c4c3fe23c5e5a0bad26a69cc8968729537fb7,10
0xcc834467b36a96557e799c9fcf277858ca1f30e673a74db4,12
0x3a4da8bd5144c50f4196bb27bcb410c9940abe98df140b96,16
0x31722361871332dce30536b50e6fee51ccd0f3feffb15d28,11
0x4cc25f2588fe282e69306779d735caa2be9b9d881a113965,12
0xf28a2b0bc9c2aaea951ce741cfb2f5f5a428942f9a61ebc1,5
0x660a565f102514cee76af3e04a89dd620e0ff8f8f7ab97ad,17
0x54e7eb59f7c4b0b0012df3b86212488cdded8c5f9213ca5f,5
0xeb76908b886c43478153d41318e0843b473508c95c9d81a8,5
0x51f5d03f748b7d842fd49b72aa0fddebd0823dfa4befe7d1,36
0x20ab7273a86161eef5eb679be4f596d226583844737ec204,5
0x1b504ead3bb7d953198578cc365da5ba1270e0507a95f670,5
0xda5dfcd18dd2b3ec17c15a66582c515125a0583401f23f1e,17
0x6472b373a21665384cffa79f57163f8184c2ab5181bb4a01,5
0x857294e35e232d8e69df7e5bd883fa975559f6d8ee2e49e7,5
0xdd5ee96b459fd643c37ed165fa0c74da5f0d7618994a18e1,5
0x7cd57031cf68492b3984ef2e5585860b1ddedc1cd2d95045,5
0xff80a4557a6e09d6315b8db8e5581cf1b2903cfaa4b7b5b8,5
0xee60d700975f42e0fc9911be613ff1c942e7e90f1e821cae,11
0x20f7abfae5a1b2161f7e5db7037da30c1261748f1e78d4ad,11
0xd10f8778e8ea83972a7eaa7171821840d9c48a29d644270f,15
0x04fc459baaa8a8eb3a53fbd624e2dacf958c819a3dabe4a8,10
0x38eca77e9f4284ef7d65f21e23cad60e8a3760c5623ec7d1,25
0xc091ad46b9be6cc37da662a01a0fee10a397e1e3861a9668,17
0xfa710d7f22ae56e7bc5306beeadddfe8d0c29b31638e24d6,5
0x0b8ebad0df1f7c8c51af61a78eb5f6ba291b4aa5eee75e96,5
0x7ce7aad60ef9e71e500e84b899060ee98eed748a0f968524,12
0x17c18b01df254310b56a199061c7afe5c6318c536ac2f9fc,13
0x15eca90d5a952475139ccd2b963a8e4da40423320b01b489,5
0x52c511d7039d247222f289e4a465f76ac5897ff6dbfb3daa,5
0x5d7b7bea67aa7f9c97c0333f60fbb47f93c1e08eba741f71,12
0xe6ab38b3f28f2f868d650db2b2a7e917bb5352bd441f75d6,15
0x0e3ac85947f0e01f30ada8c2d1d216939835ac2dd385237d,6
0x974ce8b7072adda43de6b036dc7db969b0792c7538b399ae,10
0x781516100677c35e6794ed0d67489efbd36bffdb9c675804,7
0x22e1a9906d742573aa76a7bfb4cec6454c93a5f1cf7e9f5c,16
0xb92db431945db982418e7d9937d2c78ef0f86798c607fb56,16
0xf0c3a4d086155c45197124327731807a22402c7c60c01673,5
0x879672ca737eb0b914b02e09b6fc2658bb962552f6773e2a,17
0xfd15c8e945eafbe2402b394556d9d1b3e5d2a7303f1b497a,77
0x78e9e477aec98d5cbb1d88524d1fd141203f143543a8644a,12
0x0f6162f3417700cbff56ede63f00cfc841eeadaca7cea356,5
0x02008b9930c6f9c551bd1d12a6dcf39a1562fb2b0fd64279,14
0xfd8c9491e6d5d30e99677db77fef363827050f17af5e42fd,11
0x5f12178bf85f7d753a307321971b642fe21dd8c36a513320,6
0x6c682b50cf976703193bce87b4910bb311346fed8c0e54cf,5
0x0e298b94d779ebb78d595c7829943af65adb7c815739a21b,12
0x71831817a6568caff9f00dc15e5571430c3efb2a3c377b6d,12
0xe7b33fda0b30fd3efee7d1e0a6493d8981ada9cdefdfb241,5
0x7cc9505faaf53f4f6aafd6f6c464d61b83a57d32a2a9cac3,10
0xf0f6150b45990f31d09aff3498e2ce097f2af7117cb74572,17
0xaa7b87d796b22e2f5b5aa43cfd9658c0f341352a2ed21b63,5
0x4e710ea3916fc301da89e1e48b86da005b2b0fe06c0b3d1c,5
0x1b4c5b3ce87060a3930882ed383820aeb33216cfb53414c8,5
0xad45a0fca77d238938af8f6c60943f9fdc101ea74b019476,12
0xd0ea789066c16311ed5f87927326b9210e077ff1b26ded51,5
0xf63ed7714b8de87b59b0828002d340784e22fc8e33672367,11
0xaa0c2af00a8bcb0e007a115936c40c87e5658a2446240924,10
0xd80d81e672aae36d90f5425219d9b9a38246cd3fa446f63b,17
0x1ad90c12a07c38e52ba9fe2eab09b80c6178fc9dbb26dabe,5
0x201019d947c6f36764a3755f7ad22b33a64f4768953e44e2,5
0x59c0083ff6a0928ffb544d220bc06a3e463fb6382f5fca96,5
0xbbdb63cde27d8203c7b4e2ff0539b16c9cdc07348be91e89,17
0x767350d6ad90375ab59ba5613ca6ecf335e95cc4a7fb21d4,5
0xcf72c44de632477b5fa32b7dc42d8e3bbca3af472212c3e8,17
0x2fba6a7467b94a04d910fae0e606ee2ee5ae11746ff43b39,5
0x6043d323104fb28ad37202e0edb9238516f6c9014da4ee59,14
0xbf3731d8cb46ce01bd16fd0ef9a66f064e7b06bc0018f3a1,5
0x7a43501331596be7fc7d43c06bccdd8b182442e856b356b0,5
0x9009ed35bba3d327d5cb41a87b6db5afa990252b5add8359,5
0xfa96acdab374336d11a83c5928a7d4ba685400c1694ac158,16
0x99a340205a9d9900b7f6e0431ca31263daa9deacec33922c,5
0x614c0819dd025f1811e9e8c1314dceb5194be8618d945b50,10
0x2ff49d73252e738679bbed017ea55d7637d790c8882481b5,5
0x07a10abc94a66d1095f259c42c256ed043e289300d9deaff,5
0xbca34b6de321f617b3add15e825872af48a299296a714eb9,10
0xd1f67bfd03d7452b66d24276de0bd64df4e9fd011e3fc047,25
0x3332636aa041918adf8ea1d3b91a8e4dac1d637b5805b92d,11
0x2241f70c410cc720a02cfc643c9f72e5a89435b18ebdea3e,5
0xb4657c295f16b1dc341b7c644e415046f114e68709aa26a0,12
0xc0e8e24b00f037440749630b18b83b6624743f2ed777a66d,10
0x6563cad8eab63d630699b181eecb70b84d82ada29cb008cc,5
0x3f847098965fea0b60a98713f6a9607723b66a87edb5f435,35
0xd848e64f3c953ad12004fb874e03a654985b201161605eb1,5
0x80a4bf9b07e783799895594e0076a07d765058e65f402123,11
0xf501bae24cb7a019744ac8438e50c5b0164584b15c43937d,17
0x49fa10ca6f21a056edc650e9ff0605f347d53940ad88a9fd,12
0x7c621ca7ee710b146b18aa5a2345da367aee641cff703e75,12
0x847685abdc0591035a86bc171f04400988322256cab9fc2c,16
0x07f4f533996f2466d457cefe9700eb40660d16863ce0077c,5
0x9b57b6ec82d5ed06ede3c7d85fe9d37e117a1c73fb0d5c13,12
0x8c40ace35f8794826aa424fc9555dffdaab1e613deed0672,12
0x69d6f1c96a9aa7234d9e75a93c8c7eaaffccfaa0753abdf7,5
0xf93a8872a41b160a60ffcc8d1b4ed246936d1846415efa65,91
0x00f144a32d832b87f55a0e60ec1511bd8ac0a2d5db3f8083,5
0x52dd24b6f5ea7fb1a4b5a4be0e96afdae1382a9df61ec676,12
0x8661a0f13995eb548bcf14a2c103c596d7fbb6ca732be28a,9
0x32ff59455ea25a7f6bb35f22ba3744d95025c54b60410f76,25
0x29e9906737e3da192897306236b8f444be439d510c60abd8,9
0x2d925d71091591152b81fd011077d54ff0d2a43e440ed4c1,16
0xda3b2e60a5eb6f17c4efad523154d581ef32d2255fb668df,5
0xd833ff839d0ed6917059036043b363b3b76c91f653eb9b24,17
0x4b6d1f78bc6b8994b857aae0164fae654dab70bbae049d15,6
0x94cd576eb76bd690ec4447015b5c554fa0d25e87d6e4ba77,12
0xaf6d23e5ecac7d448317bf881a393796c5c60c59f6d23eb0,5
0x01aaace10a946f8d7ca89f73df7b097dec2d75484cc91c89,5
0x90fe0f4caea3790a1f3f21d0fe9f2a8b66531dad0ab11ee5,6
0x609432472b16d76e9b64cab0297b5d8e054a3e660a3679a3,5
0xb7e106b9e960b614a303be0e1fa1ba5a019503e7329358f7,6
0x9637f317358620d3f905e37a4614fefe743fa01ba3d17705,11
0x8765ec1e68f27e693484bb27807fc3d4489a2a45050ca10f,5
0x569794b64d97b11a851141ee9647fd1e41ba70e4101781ff,5
0x36064b91c379b5702ecc5857ae735c7028f907ac9970304d,7
0x82af32fd0fe94edba5b14135887253bb81a3526697f2d424,11
0x1245f5de1b3dbd9765b9ae54724da059a41c43e2dc228e03,5
0xae1323bc5c3ebe1652aba9075cdcc422e6c75f61b125a212,5
0x1cfb75cff82c695433dcc98813bb4e81d0b1e393d583a211,5
0x47ef3689a24714135e9dadff7642a347491eea358eb9c345,5
0xc48b8a80b56fb3eaaa42972858489d3afa7b37f0656c199a,7
0xa728c942abd164f3c60aeb274d8e720d7161ecf7a168aa15,15
0x26520e9b424110b98e5da4c7f8d91ac3b09f912c08da3a11,5
0xe117e6fe50291c98b4444f2afa1f08ce33ba851cf7ce58a8,5
0xed4dbd1a93241f034a92848c72d50e22c04beab0dfcd0793,5
0x79df046ff86dd6ca57345d9fbaa6448f6bdc1e484eefcbfa,16
0x49f5eba854e4003dd8edffb83bbacbbd0854ba25773080ec,5
0x5b0b9136bf26800999e412c9a8311abbdd7cdb01d3a922b3,10
0xa53e0857f598dd637aaaa2eb8f5cb8f7570b59bba4a31db4,12
0xfc3dd1fac6528ec7c5ca8e1eccf075e31e7078caa724d0c5,5
0x472fb11b2c4f18733ae9272847c705b5fc3acce500cf2aca,9
0xb6711487e9105e4ac54666ca0bc6647e1c569fd9f9bd1661,5
0x45b2ec492c86c44641eb6dd8fac3ee5ffa990790e798d90e,5
0x0a69d96bbe2a2842009b43bb57845221c3c3ef48d537a2c9,5
0x77122063cf2bea375c76ae938e3a6f33bde08db96a943a30,11
0xac24b068e5e73bbb1a09cf9607a27f260454e7c565c3518f,5
0x807a877eaa1cc94b9bf444fbf55c36e9338ba8c741bcf3cd,15
0x84e7d20789908cdcc90417e1dd64c6f70e958e098ab2b7c8,20
0x89d1ef6e6aa51eafe0a130d98ba7e9fdbdd47fd397dc0dab,5
0x31022496fa7c8a4b6d3a4d2f93185e60be65ce4178cb1f9d,10
0xf80d1235044ee515a498d3aedb43a50a37d5f8e53ba7abaa,12
0x5d465704818b8f9c84171ecaf5ecabacbd0f9fbe1b39f7e0,6
0x8ccbe34201e69bca7c57964602f9f447b3c654e5513a9094,85
0x66577717f7770ee3141c904df9d00bbf916dd5336f2f2568,5
0x02322eb3ed6aa80ebade9b4a846560caba2dafdab4d382b1,11
0x35fc1dc1233e4b42cfbb48a3afe8d5b1f1a791524c148213,23
0xe1115cca3551e41d2f59130c9147882d7ce69deacab2b1b9,5
0xfbe345c5ee52cc7c98fa965bfacc15ad19b8b3351085d5d9,5
0x0e8591c8c7342a29182f7f3b1bb875aee704b3bc44434fc3,12
0x7840086f1f006060e86e0a89c97f93223860c84a08390c07,10
0x2d86ab4bb4937555ba4dd2768f3ebc8d684cbd98bfa82776,12
0x7bdbcdb9ac751867733613d00c08d18ad5b3ac59a4fdfeb6,12
0x848330069908636ec8b4050f828da7d271143b30793ec26c,5
0x799e11a365eb5845373ebce98fb0e8be3fdc54b4e614818f,10
0x9910a66b8c9f36d9d37de89dce6d0c37782ed9145457f715,5
0x4eaa57467c3ae066b3287545105ba86ee6d6a63ea6135923,5
0xbb3891f8fa1008f174dd2e69d6e28e43245dc81e5eef264f,6
0x998d814a7a2e5bd12906004a667fd4bfd8823c533ad7905f,5
0x05ba95b95ad579661925c0d846b9a947902c7441b0418091,17
0x3918539478a2ace8d46962994bdf6612c623b8215a1e6c79,5
0x75cc6360cdc5a64fd70c0d95005a3247de350f0c874a71fc,25
0x67307cffcd7786ecaf0d33eefc80f67a41f3c1fc3d33633e,5
0x661ad20c25cd5306de56887cd3dec35ad1ee1d2501303a68,5
0xadbb2211fa8602cb9667458a1331f1c9d41947b89c2afde4,11
0xaef25d99f04a3b45dcb3f863f03b66f3dc7557709dceb0f7,8
0x598e79cef42aebb85ac901ed2816c66e2a0ee2c6164230bf,5
0x2cc096870a6190cf00e56f663fbab3f67f26d2fc49f845e7,6
0xbc7d476478fd351140fabdb65be1dbfc787347ceea17bca6,12
0x047ec78dd1eb55ddcdc86fdfdf46119867960cb84c394f14,5
0x9b55cb62ddbe387fd9a8bea01d7e268f28426fa1a447f31b,5
0x5940d45c140ee548fc4b287262b727b34b7565f30c51d54d,11
0x45db24347101a7794a006de917df100b602627aff227a4fb,25
0x9488cd74e1de7dd3a41b379d42b5ff4d4342c8b95d7054a1,11
0x5448a0debefca0777bcd6d27b311aab294082133796d0fef,25
0x5151416da727fe3ce3856c9314ca936e6efda6cc9745eb83,7
0x09f440a243bf7412421df9a0e59924f3e8e38acf25f9bb8c,12
0x648e272ecc13063b8946079a2e546bbd37104fc812ef083f,10
0xa6c447e065bee0132bd7b937129964ab846bc720f74a438f,12
0xd05e84364526f4dd869a61b80a30684cb8289006b8dafe43,20
0x1258798218912848c94593c74fdd92af08a196fe36f7e045,12
0xa5aa56221566ce0e76e71c9ca052c4bd066ea6323337da16,12
0x1efd388397d891957fa64b287ecc72c3ed379bfeaf497792,16
0xf9458e3af87f4226314e4f34405ac5b7aa77cd8687eea11d,7
0x91fb101beddadb88d34e6c0ced461e44e2734b8174d22efe,12
0x12f52d647577ce3f6a396b3a90ec4cd7487dd0232cbe5c16,5
0xc2e7ce3461687143592772c36034689a66af722fcff5b683,11
0x1b4a331ac519c478db4d0987351e75149cff308e8dcc152e,5
0x7c1296762c688a994dedd43c84c103c7e847d0ab883bcb35,9
0x907839c6ad05d651d4b38307b4a867210b8b933ffe62447b,11
0x82f7c9c3d40e9e1265f0d691e7bba4b38a2846f2e03cbabb,5
0x9e8a4f9942bbb8814e08b5cb5bc17bb6577fdbfc5305cb17,5
0x13810beb8e6994f9c950ed98993ea7a8a9280337a1b4748e,5
0x137231cd35062b789eaca37404ecbd7f2893db494b00c58b,14
0x2a257d2bd127eea3c546c3f1f2d8824fa333759c2c4fbd01,11
0xaafce8f454ee0b8206f4eac69b17482a6afbb8c82a89ba3a,5
0x280b5560fa3f02ef132b1c30099bb1bca40a81a9d8df233e,5
0xc752f7c6fd5817726420ea39199db3a761a09a41531f1646,17
0xd13e5418c38001bd5a8dd9c715f6a9bdab17dd6439bf9305,15
0xebcd24d28974c177290eb73b366f8d863e9087c291520bbe,11
0x2b02f95760a7b931bd193d3f6d8b2f45959cd5d939c4649a,15
0x760a2491e97fcd665e196f6ecf7690d1b4930aa775a9490d,5
0xddf5e35f9a430f490630f0716a508148c8940f37bb0c35ba,9
0xc16d4e0f73563c65aafe178672418209d5c75197c799a2a4,25
0x942046f6543d749b0ad316b5ea53ce6d95cf2b393be2f696,25
0xf8f80c29510a7dd8f2c5c58fac2e6c806f19a8a0389e5a1d,12
0xb3cb2a7c10a5d9ef6b1a57a984a52d6d28725f512f0b4175,6
0xe77a261708d15b75c25f02f20ebd61055a7dec212ec62489,5
0xd68621bfe10c7979a437b46656d83a088472cb05da688a7a,17
0xb31d598c69b09f7de4b3ecdfc836a4c60dd232d96a89381c,15
0x0626ad28e6c63e67ea35d230f29acdad0442571af1f33867,16
0x9932ddb53addba30f63b5a43ca00d42af96d322dba432b84,5
0x74a23321e627ebea87cc9c7e1c127239fe3bd97a23b1455d,5
0xc8bd69afc4fcb14263b9364c757ff59fc0a3be682013fec4,11
0x65a863094ff5f876983f8a6dd7b79fddcc38602979e21553,5
0x51bcfc4934dc30cc2ba813dcfc38eeda2b34377836f476a1,5
0x872abbe1367ee866672713fd0bc3c96bee8793a9806b8563,5
0x22f3e19764128d40090380a839085a6ffdb5817907fea876,11
0xc1eebecb0bf4457f97160dffc18e87133ccb0f426d9674a8,5
0x9911b70e8d4e05292659753ed6397ccc122c6c906a564e67,5
0x5c760f9668d0af1d6ae3c35eb2902b905dd562c912aeedf2,5
0x880762f74dddb0c57439a1895c30fce85da853b291a583a3,17
0xf9d9b6121a80a89d271a2d4169c1bc7ac1356bf4bf9e3e26,22
0x350942190d2776e99c603630119d370fad22384065ba1e3d,11
0x8a3aeb62aa8ff02b5741b71e12361c8fd2ecec5f916fbb26,15
0x8c8be8ca048a7fcfd7832f51cae69ab80f1aeaa5ee590c3d,5
0x078c6406d1e552fa5c46e98f7724e1355a912d8b4ed48214,10
0x8186056a56a8b9a476698537e9292069275062ab0ae77624,12
0xe579aba891ffa8415094d6fa27ab464920c8ee39a8ead675,5
0x5fa308e53f88a9a52cef564101c3dbc310f16166b46bd8e9,11
0x36a08e133a1e01d117e20188cc2af290beb213f23ecca596,16
0x79773d2db6338b078222cf5694ba9d4289647602c75e5360,5
0x0d14add199c990c5e610cb79cf0f64492f9dacde85d12c17,12
0xb0bbfb5bd2816f9b3abee43811b2e36d89b6fbb5ab9bcb22,5
0x195ea1dbf47f4dc0ceafd2e741067bc390afabedf2b93eca,5
0x7f37a0d13555d481e8c978b776fd7d28a47b1299a9ae6971,12
0x35734ef362db9cd0156f57ddd433d3a77e784f52be5ccf6f,10
0x6e0d13ed52e4a3c512ac3e24bf3a884bed23d36cf4f04927,14
0x0ee43a42086f055b1775a94ae93d43040a2e5b8559f1a2d9,10
0x65ef1a0e0a33a9a86b145c6ec98925ac1f695725c07edd52,17
0x69bfde3f36e5922143885a45aacf8400d75b9c35bb7d05eb,11
0x7fd184ceeeacfa8c233abdb9e11069be8a3f7bd8f5f77b38,25
0x8afd1341f3021b2bcbfe00d0f76ef37b8e21302ddde523b6,11
0xa08d03400ff99bc40ca2b287a72dfc90793cd811044e5012,10
0xd036ae798e3402145dfe36f28f26a80a8cbd49747853036d,25
0xe531490f7dc0df52cb4de66c08c9a629f98ffd448f5b35cc,5
0x53407bbed47e8673f4044d30b0837d2d30896ff5be262310,5
0xe7b8167e96d863e4f0bbc5a8622740b0517be586ef7186da,10
0x233e08da0638fad917ca18bca845e78f13bd9391f5fb4997,5
0x439158a2c72189e635f7155682dd0a63344c9c6880bd7bc3,10
0x3e996f500aca9576d3c1bec99b357302bdbdec5005137402,12
0xc1c8cabdedd7da553978867f756e85e8377710da4c466849,5
0x116de57bc93502d52a0d03d9d6f3ddd6ed5b21308024fcb0,10
0xd5b7f3c06072a00dcefa0e31cade5913488f46d6cfcc01cb,85
0xe99440eb1a771da26bad0ae943dbe6dcb36cace3fca0cfb4,25
0x56677de698a58bdae7d14aba8c12a3268e45e9276c6229b1,5
0xebba013f268d53bb68990f1924c345b08f05ee1404837fc8,5
0x4ac3afacdc54e3420c81a9b0454bdefce269c535327d2958,7
0x916d6a9f6c88bf23684e653952e83058974dad5aba2789d9,25
0xdf65d163cc56eab84e49dda1facad8f78ac159b54777aaa1,11
0x7c988ece52ba5023924d71125873217d64782b693af6c431,15
0x9ae7231cb2e1493314e8db927e0675647d93a8eeae401c3f,10
0xd6a50b034e61c91c002f6e76f4fa0e5331f1fa501e54685b,5
0xa5261761a52eb3769f3247491559dd6dab9ab0518f077255,25
0x7941a454a62d28849269713c465082e158ef799118280a54,16
